# TH-OWL: Programmierung für PF (Modul 8822)
#
# Datei besteht aus den 4 Abschnitten [Header, Namen, Kreuzungen, Strassenabschnitt]
# und enthält Daten zum Routing auf einer reduzierten Strassenkarte.
#
# Autor: (katrin.ziemer@th-owl.de|ralf.hesse@th-owl.de)
# erzeugt am: 2022-02-06
# Region: Hoexter_Stadt
#
# (C) Kartendaten: OpenStreetMap (https://openstreetmap.org/copyright)
#
# ------------------------------------------------------------------------------------------------ 
# Formatbeschreibung:
#
#     Header:
#       region: Name des Kartenausschnittes
#       maptype: Auto [car], Fussgänger [pedestrian], Fahrrad [bicycle]
#       symbols: Anzahl der eindeutigen Bezeichner (Kantenbezeichner, Strassennamen)
#       nodes: Anzahl der Kreuzungspunkte (Knoten) 
#       edges: Anzahl der Strassensegmente (Kanten)
#
#     Symbols: (es folgen [Header.symbols] Einträge in alphabetischer Sortierung)
#       (id, name) : ID des Bezeichners, Kanten-Benennung
#
#     Nodes: (es folgen [Header.nodes] Einträge)
#       (id, lat, lon)
#        id: Knoten-ID
#        lat, lon: Längen- und Breitengrad des Abzweiges (für Berechnung der Himmelsrichtung einer Kante)
#
#     Edges: (es folgen [Header.edges] Einträge)
#       (id, from_node, to_node, symbol, distance, max_speed, bidirectional)
#        id: Kanten-ID
#        from_node, to_node: ID des Start- und des Endknotens
#        names: ID des Bezeichners (siehe Abschnitt Symbols)
#        distance, max_speed: Länge (in Meter) und Höchstgeschwindigkeit (in km/h, [nur maptype == car])
#        bidirectional: befahrbar in beide Richtung (TRUE/FALSE) 
#
# Alle Zeilen, die mit # beginnen, sind Kommentarzeilen, die übersprungen werden können.
#
# Alle Einträge in den Sektionen [Symbols, Nodes, Edges] werden durch Semikola getrennt.
# ------------------------------------------------------------------------------------------------ 
#
# Section: Header
region:Hoexter_Stadt
maptype:car
names:252
nodes:6411
edges:6775
#
# Section: Symbols
0;
40;Abbentalsweg
126;Adalbert-Stifter-Straße
30;Adolf-Kolping-Straße
121;Adolf-Reuter-Straße
136;Agnes-Miegel-Straße
7;Albaxer Straße
214;Alte Grube
201;Altes Forstamt
94;Altmärker Straße
238;Am Anger
99;Am Bielenberg
249;Am Bollerbach
234;Am Ellerberg
177;Am Hafen
232;Am Hang
241;Am Köterberg
162;Am Lehmweg
146;Am Neuen Tor
77;Am Petriwall
229;Am Rathaus
56;Am Roten Turm
206;Am Stadion
109;Am Südhang
67;Am Wiehenbrink
235;Am Ziegenberg
215;Am alten Zollhaus
98;An den Birnbäumen
105;An den Hopfengärten
233;An der Kilianikirche
55;An der Mönchemühle
152;An der Petrischule
65;An der Schelpe
62;An der Steinmühle
23;An der Wilhelmshöhe
122;Annetteweg
51;Ansgarstraße
28;Apfelweg
172;Astrid-Lindgren-Weg
164;Auf der Breun
149;Auguststraße
48;Bachstraße
1;Bahnhofstraße
114;Beberstraße
140;Beckhausstraße
70;Bergstraße
199;Berliner Platz
104;Birkenweg
59;Bismarckstraße
15;Boffzener Straße
163;Bornstraße
6;Brenkhäuser Straße
5;Brückfeld
174;Brüder-Grimm-Straße
144;Brüderstraße
251;Burgweg
118;Bödexer Weg
18;Carl-Bosch-Weg
213;Carl-Zeiss-Straße
90;Charlottenstraße
37;Cheruskerweg
198;Coldewestraße
58;Corbiestraße
57;Corveyblick
9;Corveyer Allee
221;Dahlienweg
129;Dechant-Sander-Straße
193;Domäne
148;Dr.-Brüning-Weg
141;Dr.-Frankenberg-Straße
116;Eichendorffstraße
145;Engemundstraße
244;Ernst-Lülwes-Weg
19;Eugen-Diesel-Straße
161;Feldstraße
160;Flachsberg
223;Fliederweg
169;Frankenweg
64;Friedenstraße
36;Friedrich-Wilhelm-Weber-Straße
155;Friedrichstraße
131;Friesenweg
80;Fuhlenstraße
185;Försterhof
